Skill ID;Skill Name;Course Slug;Code;Series;Course Type;Awarded Level;Confidence
SK-007;Values-Driven Leadership;values-driven-leadership-9-leading-with-emotion-scorm12-grnz0lav;VDL-15;VDL;SKILLS;Learning;B
SK-005;Culture;values-driven-leadership-9-leading-with-emotion-scorm12-grnz0lav;VDL-15;VDL;SKILLS;Learning;B
SK-008;Accountability;values-driven-leadership-9-leading-with-emotion-scorm12-grnz0lav;VDL-15;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-11-recruit-and-retain-all-stars-scorm12-dqqkpaaj;VDL-16;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-11-recruit-and-retain-all-stars-scorm12-dqqkpaaj;VDL-16;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-11-recruit-and-retain-all-stars-scorm12-dqqkpaaj;VDL-16;VDL;SKILLS;Learning;B
SK-112;Building Relationships;values-driven-leadership-11-recruit-and-retain-all-stars-scorm12-dqqkpaaj;VDL-16;VDL;SKILLS;Learning;B
SK-005;Culture;values-driven-leadership-11-recruit-and-retain-all-stars-scorm12-dqqkpaaj;VDL-16;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-15-create-a-legacy-of-leaders-scorm12-2ilihfl0;VDL-17;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-15-create-a-legacy-of-leaders-scorm12-2ilihfl0;VDL-17;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-15-create-a-legacy-of-leaders-scorm12-2ilihfl0;VDL-17;VDL;SKILLS;Learning;B
SK-005;Culture;values-driven-leadership-15-create-a-legacy-of-leaders-scorm12-2ilihfl0;VDL-17;VDL;SKILLS;Learning;B
SK-037;Empowering Teams;values-driven-leadership-15-create-a-legacy-of-leaders-scorm12-2ilihfl0;VDL-17;VDL;SKILLS;Learning;B
SK-011;Leadership;values-driven-leadership-16-make-a-habit-of-motivation-scorm12-cbzbbrc9;VDL-18;VDL;SKILLS;Working;A
SK-007;Values-Driven Leadership;values-driven-leadership-16-make-a-habit-of-motivation-scorm12-cbzbbrc9;VDL-18;VDL;SKILLS;Working;A
SK-006;Values Alignment;values-driven-leadership-16-make-a-habit-of-motivation-scorm12-cbzbbrc9;VDL-18;VDL;SKILLS;Learning;B
SK-023;Employee Motivation;values-driven-leadership-16-make-a-habit-of-motivation-scorm12-cbzbbrc9;VDL-18;VDL;SKILLS;Learning;B
SK-005;Culture;values-driven-leadership-16-make-a-habit-of-motivation-scorm12-cbzbbrc9;VDL-18;VDL;SKILLS;Learning;B
